"run_id","module","object_id","version","set_role","period","from","to","status","net_profit","profit_factor","max_equity_dd","max_equity_dd_pct","total_trades","win_rate","report","set_file"
"v86_A_monthly_full_201201_20260620_033821_case0001","monthly_full","A","v8.6","v8.6 robust case0502","201201","2012.01.01","2012.01.31","completed","-1927.06","0.05","2742.28","13.31","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201201\v86_A_monthly_full_201201_20260620_033821_case0001\v86_A_monthly_full_201201_20260620_033821_case0001.htm","E:\CODEXMACD\HCSJ\set\v8.6\201201\v86_A_monthly_full_201201_20260620_033821_case0001.set"
"v866_D_monthly_full_201201_20260620_033821_case0002","monthly_full","D","v8.66","v8.66 conservative case0401","201201","2012.01.01","2012.01.31","completed","-1651.43","0.05","2215.43","10.86","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201201\v866_D_monthly_full_201201_20260620_033821_case0002\v866_D_monthly_full_201201_20260620_033821_case0002.htm","E:\CODEXMACD\HCSJ\set\v8.66\201201\v866_D_monthly_full_201201_20260620_033821_case0002.set"
"v86_A_monthly_full_201202_20260620_033821_case0003","monthly_full","A","v8.6","v8.6 robust case0502","201202","2012.02.01","2012.02.29","completed","-1920.85","0.01","2214.06","10.91","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201202\v86_A_monthly_full_201202_20260620_033821_case0003\v86_A_monthly_full_201202_20260620_033821_case0003.htm","E:\CODEXMACD\HCSJ\set\v8.6\201202\v86_A_monthly_full_201202_20260620_033821_case0003.set"
"v866_D_monthly_full_201202_20260620_033821_case0004","monthly_full","D","v8.66","v8.66 conservative case0401","201202","2012.02.01","2012.02.29","completed","-1635.13","0.01","1856.32","9.18","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201202\v866_D_monthly_full_201202_20260620_033821_case0004\v866_D_monthly_full_201202_20260620_033821_case0004.htm","E:\CODEXMACD\HCSJ\set\v8.66\201202\v866_D_monthly_full_201202_20260620_033821_case0004.set"
"v86_A_monthly_full_201203_20260620_033821_case0005","monthly_full","A","v8.6","v8.6 robust case0502","201203","2012.03.01","2012.03.31","completed","1787.27","2.78","3043.05","14.36","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201203\v86_A_monthly_full_201203_20260620_033821_case0005\v86_A_monthly_full_201203_20260620_033821_case0005.htm","E:\CODEXMACD\HCSJ\set\v8.6\201203\v86_A_monthly_full_201203_20260620_033821_case0005.set"
"v866_D_monthly_full_201203_20260620_033821_case0006","monthly_full","D","v8.66","v8.66 conservative case0401","201203","2012.03.01","2012.03.31","completed","1194.91","2.38","2445.72","11.69","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201203\v866_D_monthly_full_201203_20260620_033821_case0006\v866_D_monthly_full_201203_20260620_033821_case0006.htm","E:\CODEXMACD\HCSJ\set\v8.66\201203\v866_D_monthly_full_201203_20260620_033821_case0006.set"
"v86_A_monthly_full_201204_20260620_033821_case0007","monthly_full","A","v8.6","v8.6 robust case0502","201204","2012.04.01","2012.04.30","completed","0.00","0.00","0.00","0.00","0","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201204\v86_A_monthly_full_201204_20260620_033821_case0007\v86_A_monthly_full_201204_20260620_033821_case0007.htm","E:\CODEXMACD\HCSJ\set\v8.6\201204\v86_A_monthly_full_201204_20260620_033821_case0007.set"
"v866_D_monthly_full_201204_20260620_033821_case0008","monthly_full","D","v8.66","v8.66 conservative case0401","201204","2012.04.01","2012.04.30","completed","0.00","0.00","0.00","0.00","0","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201204\v866_D_monthly_full_201204_20260620_033821_case0008\v866_D_monthly_full_201204_20260620_033821_case0008.htm","E:\CODEXMACD\HCSJ\set\v8.66\201204\v866_D_monthly_full_201204_20260620_033821_case0008.set"
"v86_A_monthly_full_201205_20260620_033821_case0009","monthly_full","A","v8.6","v8.6 robust case0502","201205","2012.05.01","2012.05.31","completed","6200.28","5.52","4701.05","15.21","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201205\v86_A_monthly_full_201205_20260620_033821_case0009\v86_A_monthly_full_201205_20260620_033821_case0009.htm","E:\CODEXMACD\HCSJ\set\v8.6\201205\v86_A_monthly_full_201205_20260620_033821_case0009.set"
"v866_D_monthly_full_201205_20260620_033821_case0010","monthly_full","D","v8.66","v8.66 conservative case0401","201205","2012.05.01","2012.05.31","completed","4583.40","5.19","3817.63","13.44","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201205\v866_D_monthly_full_201205_20260620_033821_case0010\v866_D_monthly_full_201205_20260620_033821_case0010.htm","E:\CODEXMACD\HCSJ\set\v8.66\201205\v866_D_monthly_full_201205_20260620_033821_case0010.set"
"v86_A_monthly_full_201206_20260620_033821_case0011","monthly_full","A","v8.6","v8.6 robust case0502","201206","2012.06.01","2012.06.30","completed","-1997.54","0.00","2674.52","13.07","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201206\v86_A_monthly_full_201206_20260620_033821_case0011\v86_A_monthly_full_201206_20260620_033821_case0011.htm","E:\CODEXMACD\HCSJ\set\v8.6\201206\v86_A_monthly_full_201206_20260620_033821_case0011.set"
"v866_D_monthly_full_201206_20260620_033821_case0012","monthly_full","D","v8.66","v8.66 conservative case0401","201206","2012.06.01","2012.06.30","completed","-1725.22","0.00","2255.18","11.07","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201206\v866_D_monthly_full_201206_20260620_033821_case0012\v866_D_monthly_full_201206_20260620_033821_case0012.htm","E:\CODEXMACD\HCSJ\set\v8.66\201206\v866_D_monthly_full_201206_20260620_033821_case0012.set"
"v86_A_monthly_full_201207_20260620_033821_case0013","monthly_full","A","v8.6","v8.6 robust case0502","201207","2012.07.01","2012.07.31","completed","-1963.25","0.00","2487.25","12.12","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201207\v86_A_monthly_full_201207_20260620_033821_case0013\v86_A_monthly_full_201207_20260620_033821_case0013.htm","E:\CODEXMACD\HCSJ\set\v8.6\201207\v86_A_monthly_full_201207_20260620_033821_case0013.set"
"v866_D_monthly_full_201207_20260620_033821_case0014","monthly_full","D","v8.66","v8.66 conservative case0401","201207","2012.07.01","2012.07.31","completed","-1696.26","0.00","2020.32","9.94","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201207\v866_D_monthly_full_201207_20260620_033821_case0014\v866_D_monthly_full_201207_20260620_033821_case0014.htm","E:\CODEXMACD\HCSJ\set\v8.66\201207\v866_D_monthly_full_201207_20260620_033821_case0014.set"
"v86_A_monthly_full_201208_20260620_033821_case0015","monthly_full","A","v8.6","v8.6 robust case0502","201208","2012.08.01","2012.08.31","completed","-1832.82","0.06","2073.48","10.24","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201208\v86_A_monthly_full_201208_20260620_033821_case0015\v86_A_monthly_full_201208_20260620_033821_case0015.htm","E:\CODEXMACD\HCSJ\set\v8.6\201208\v86_A_monthly_full_201208_20260620_033821_case0015.set"
"v866_D_monthly_full_201208_20260620_033821_case0016","monthly_full","D","v8.66","v8.66 conservative case0401","201208","2012.08.01","2012.08.31","completed","-1597.45","0.05","1884.21","9.29","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201208\v866_D_monthly_full_201208_20260620_033821_case0016\v866_D_monthly_full_201208_20260620_033821_case0016.htm","E:\CODEXMACD\HCSJ\set\v8.66\201208\v866_D_monthly_full_201208_20260620_033821_case0016.set"
"v86_A_monthly_full_201209_20260620_033821_case0017","monthly_full","A","v8.6","v8.6 robust case0502","201209","2012.09.01","2012.09.30","completed","-3244.23","0.00","4003.10","19.55","4","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201209\v86_A_monthly_full_201209_20260620_033821_case0017\v86_A_monthly_full_201209_20260620_033821_case0017.htm","E:\CODEXMACD\HCSJ\set\v8.6\201209\v86_A_monthly_full_201209_20260620_033821_case0017.set"
"v866_D_monthly_full_201209_20260620_033821_case0018","monthly_full","D","v8.66","v8.66 conservative case0401","201209","2012.09.01","2012.09.30","completed","-2783.42","0.00","3375.92","16.57","4","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201209\v866_D_monthly_full_201209_20260620_033821_case0018\v866_D_monthly_full_201209_20260620_033821_case0018.htm","E:\CODEXMACD\HCSJ\set\v8.66\201209\v866_D_monthly_full_201209_20260620_033821_case0018.set"
"v86_A_monthly_full_201210_20260620_033821_case0019","monthly_full","A","v8.6","v8.6 robust case0502","201210","2012.10.01","2012.10.31","completed","2190.62","3.20","2306.02","9.41","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201210\v86_A_monthly_full_201210_20260620_033821_case0019\v86_A_monthly_full_201210_20260620_033821_case0019.htm","E:\CODEXMACD\HCSJ\set\v8.6\201210\v86_A_monthly_full_201210_20260620_033821_case0019.set"
"v866_D_monthly_full_201210_20260620_033821_case0020","monthly_full","D","v8.66","v8.66 conservative case0401","201210","2012.10.01","2012.10.31","completed","1488.46","2.75","1929.25","8.24","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201210\v866_D_monthly_full_201210_20260620_033821_case0020\v866_D_monthly_full_201210_20260620_033821_case0020.htm","E:\CODEXMACD\HCSJ\set\v8.66\201210\v866_D_monthly_full_201210_20260620_033821_case0020.set"
"v86_A_monthly_full_201211_20260620_033821_case0021","monthly_full","A","v8.6","v8.6 robust case0502","201211","2012.11.01","2012.11.30","completed","6320.56","0.00","3758.56","14.48","2","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201211\v86_A_monthly_full_201211_20260620_033821_case0021\v86_A_monthly_full_201211_20260620_033821_case0021.htm","E:\CODEXMACD\HCSJ\set\v8.6\201211\v86_A_monthly_full_201211_20260620_033821_case0021.set"
"v866_D_monthly_full_201211_20260620_033821_case0022","monthly_full","D","v8.66","v8.66 conservative case0401","201211","2012.11.01","2012.11.30","completed","1404.47","2.62","5874.13","23.86","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201211\v866_D_monthly_full_201211_20260620_033821_case0022\v866_D_monthly_full_201211_20260620_033821_case0022.htm","E:\CODEXMACD\HCSJ\set\v8.66\201211\v866_D_monthly_full_201211_20260620_033821_case0022.set"
"v86_A_monthly_full_201212_20260620_033821_case0023","monthly_full","A","v8.6","v8.6 robust case0502","201212","2012.12.01","2012.12.31","completed","3789.56","0.00","3042.64","11.34","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201212\v86_A_monthly_full_201212_20260620_033821_case0023\v86_A_monthly_full_201212_20260620_033821_case0023.htm","E:\CODEXMACD\HCSJ\set\v8.6\201212\v86_A_monthly_full_201212_20260620_033821_case0023.set"
"v866_D_monthly_full_201212_20260620_033821_case0024","monthly_full","D","v8.66","v8.66 conservative case0401","201212","2012.12.01","2012.12.31","completed","2803.32","0.00","2517.33","9.94","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201212\v866_D_monthly_full_201212_20260620_033821_case0024\v866_D_monthly_full_201212_20260620_033821_case0024.htm","E:\CODEXMACD\HCSJ\set\v8.66\201212\v866_D_monthly_full_201212_20260620_033821_case0024.set"
"v86_A_monthly_full_201301_20260620_033821_case0025","monthly_full","A","v8.6","v8.6 robust case0502","201301","2013.01.01","2013.01.31","completed","-1202.77","0.00","4771.92","20.56","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201301\v86_A_monthly_full_201301_20260620_033821_case0025\v86_A_monthly_full_201301_20260620_033821_case0025.htm","E:\CODEXMACD\HCSJ\set\v8.6\201301\v86_A_monthly_full_201301_20260620_033821_case0025.set"
"v866_D_monthly_full_201301_20260620_033821_case0026","monthly_full","D","v8.66","v8.66 conservative case0401","201301","2013.01.01","2013.01.31","completed","-1011.39","0.00","3756.74","16.72","2","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201301\v866_D_monthly_full_201301_20260620_033821_case0026\v866_D_monthly_full_201301_20260620_033821_case0026.htm","E:\CODEXMACD\HCSJ\set\v8.66\201301\v866_D_monthly_full_201301_20260620_033821_case0026.set"
"v86_A_monthly_full_201302_20260620_033821_case0027","monthly_full","A","v8.6","v8.6 robust case0502","201302","2013.02.01","2013.02.28","completed","4662.23","5.11","2072.66","9.23","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201302\v86_A_monthly_full_201302_20260620_033821_case0027\v86_A_monthly_full_201302_20260620_033821_case0027.htm","E:\CODEXMACD\HCSJ\set\v8.6\201302\v86_A_monthly_full_201302_20260620_033821_case0027.set"
"v866_D_monthly_full_201302_20260620_033821_case0028","monthly_full","D","v8.66","v8.66 conservative case0401","201302","2013.02.01","2013.02.28","completed","3562.23","5.06","1707.42","6.76","4","25.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201302\v866_D_monthly_full_201302_20260620_033821_case0028\v866_D_monthly_full_201302_20260620_033821_case0028.htm","E:\CODEXMACD\HCSJ\set\v8.66\201302\v866_D_monthly_full_201302_20260620_033821_case0028.set"
"v86_A_monthly_full_201303_20260620_033821_case0029","monthly_full","A","v8.6","v8.6 robust case0502","201303","2013.03.01","2013.03.31","completed","-999.00","0.00","1436.00","7.03","1","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201303\v86_A_monthly_full_201303_20260620_033821_case0029\v86_A_monthly_full_201303_20260620_033821_case0029.htm","E:\CODEXMACD\HCSJ\set\v8.6\201303\v86_A_monthly_full_201303_20260620_033821_case0029.set"
"v866_D_monthly_full_201303_20260620_033821_case0030","monthly_full","D","v8.66","v8.66 conservative case0401","201303","2013.03.01","2013.03.31","completed","-854.70","0.00","1191.19","5.86","1","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201303\v866_D_monthly_full_201303_20260620_033821_case0030\v866_D_monthly_full_201303_20260620_033821_case0030.htm","E:\CODEXMACD\HCSJ\set\v8.66\201303\v866_D_monthly_full_201303_20260620_033821_case0030.set"
"v86_A_monthly_full_201304_20260620_033821_case0031","monthly_full","A","v8.6","v8.6 robust case0502","201304","2013.04.01","2013.04.30","completed","23098.30","24.23","10880.80","20.16","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201304\v86_A_monthly_full_201304_20260620_033821_case0031\v86_A_monthly_full_201304_20260620_033821_case0031.htm","E:\CODEXMACD\HCSJ\set\v8.6\201304\v86_A_monthly_full_201304_20260620_033821_case0031.set"
"v866_D_monthly_full_201304_20260620_033821_case0032","monthly_full","D","v8.66","v8.66 conservative case0401","201304","2013.04.01","2013.04.30","completed","17147.20","20.96","9137.43","19.74","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201304\v866_D_monthly_full_201304_20260620_033821_case0032\v866_D_monthly_full_201304_20260620_033821_case0032.htm","E:\CODEXMACD\HCSJ\set\v8.66\201304\v866_D_monthly_full_201304_20260620_033821_case0032.set"
"v86_A_monthly_full_201305_20260620_033821_case0033","monthly_full","A","v8.6","v8.6 robust case0502","201305","2013.05.01","2013.05.31","completed","-2354.53","0.00","3246.15","15.54","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201305\v86_A_monthly_full_201305_20260620_033821_case0033\v86_A_monthly_full_201305_20260620_033821_case0033.htm","E:\CODEXMACD\HCSJ\set\v8.6\201305\v86_A_monthly_full_201305_20260620_033821_case0033.set"
"v866_D_monthly_full_201305_20260620_033821_case0034","monthly_full","D","v8.66","v8.66 conservative case0401","201305","2013.05.01","2013.05.31","completed","-2001.03","0.00","2701.96","13.05","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201305\v866_D_monthly_full_201305_20260620_033821_case0034\v866_D_monthly_full_201305_20260620_033821_case0034.htm","E:\CODEXMACD\HCSJ\set\v8.66\201305\v866_D_monthly_full_201305_20260620_033821_case0034.set"
"v86_A_monthly_full_201306_20260620_033821_case0035","monthly_full","A","v8.6","v8.6 robust case0502","201306","2013.06.01","2013.06.30","completed","-1018.05","0.35","2247.76","11.24","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201306\v86_A_monthly_full_201306_20260620_033821_case0035\v86_A_monthly_full_201306_20260620_033821_case0035.htm","E:\CODEXMACD\HCSJ\set\v8.6\201306\v86_A_monthly_full_201306_20260620_033821_case0035.set"
"v866_D_monthly_full_201306_20260620_033821_case0036","monthly_full","D","v8.66","v8.66 conservative case0401","201306","2013.06.01","2013.06.30","completed","-874.67","0.33","1839.15","9.20","4","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201306\v866_D_monthly_full_201306_20260620_033821_case0036\v866_D_monthly_full_201306_20260620_033821_case0036.htm","E:\CODEXMACD\HCSJ\set\v8.66\201306\v866_D_monthly_full_201306_20260620_033821_case0036.set"
"v86_A_monthly_full_201307_20260620_033821_case0037","monthly_full","A","v8.6","v8.6 robust case0502","201307","2013.07.01","2013.07.31","completed","-1006.03","0.00","4864.06","20.39","1","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201307\v86_A_monthly_full_201307_20260620_033821_case0037\v86_A_monthly_full_201307_20260620_033821_case0037.htm","E:\CODEXMACD\HCSJ\set\v8.6\201307\v86_A_monthly_full_201307_20260620_033821_case0037.set"
"v866_D_monthly_full_201307_20260620_033821_case0038","monthly_full","D","v8.66","v8.66 conservative case0401","201307","2013.07.01","2013.07.31","completed","-857.44","0.00","3819.16","16.63","1","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201307\v866_D_monthly_full_201307_20260620_033821_case0038\v866_D_monthly_full_201307_20260620_033821_case0038.htm","E:\CODEXMACD\HCSJ\set\v8.66\201307\v866_D_monthly_full_201307_20260620_033821_case0038.set"
"v86_A_monthly_full_201308_20260620_033821_case0039","monthly_full","A","v8.6","v8.6 robust case0502","201308","2013.08.01","2013.08.31","completed","1992.16","4.51","2038.55","8.48","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201308\v86_A_monthly_full_201308_20260620_033821_case0039\v86_A_monthly_full_201308_20260620_033821_case0039.htm","E:\CODEXMACD\HCSJ\set\v8.6\201308\v86_A_monthly_full_201308_20260620_033821_case0039.set"
"v866_D_monthly_full_201308_20260620_033821_case0040","monthly_full","D","v8.66","v8.66 conservative case0401","201308","2013.08.01","2013.08.31","completed","1436.52","4.31","1677.40","7.26","3","66.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201308\v866_D_monthly_full_201308_20260620_033821_case0040\v866_D_monthly_full_201308_20260620_033821_case0040.htm","E:\CODEXMACD\HCSJ\set\v8.66\201308\v866_D_monthly_full_201308_20260620_033821_case0040.set"
"v86_A_monthly_full_201309_20260620_033821_case0041","monthly_full","A","v8.6","v8.6 robust case0502","201309","2013.09.01","2013.09.30","completed","-80.20","0.71","1838.40","8.59","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201309\v86_A_monthly_full_201309_20260620_033821_case0041\v86_A_monthly_full_201309_20260620_033821_case0041.htm","E:\CODEXMACD\HCSJ\set\v8.6\201309\v86_A_monthly_full_201309_20260620_033821_case0041.set"
"v866_D_monthly_full_201309_20260620_033821_case0042","monthly_full","D","v8.66","v8.66 conservative case0401","201309","2013.09.01","2013.09.30","completed","-63.96","0.70","1417.10","6.72","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201309\v866_D_monthly_full_201309_20260620_033821_case0042\v866_D_monthly_full_201309_20260620_033821_case0042.htm","E:\CODEXMACD\HCSJ\set\v8.66\201309\v866_D_monthly_full_201309_20260620_033821_case0042.set"
"v86_A_monthly_full_201310_20260620_033821_case0043","monthly_full","A","v8.6","v8.6 robust case0502","201310","2013.10.01","2013.10.31","completed","357.73","1.27","2251.86","10.03","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201310\v86_A_monthly_full_201310_20260620_033821_case0043\v86_A_monthly_full_201310_20260620_033821_case0043.htm","E:\CODEXMACD\HCSJ\set\v8.6\201310\v86_A_monthly_full_201310_20260620_033821_case0043.set"
"v866_D_monthly_full_201310_20260620_033821_case0044","monthly_full","D","v8.66","v8.66 conservative case0401","201310","2013.10.01","2013.10.31","completed","217.25","1.20","1802.34","8.23","3","33.33","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201310\v866_D_monthly_full_201310_20260620_033821_case0044\v866_D_monthly_full_201310_20260620_033821_case0044.htm","E:\CODEXMACD\HCSJ\set\v8.66\201310\v866_D_monthly_full_201310_20260620_033821_case0044.set"
"v86_A_monthly_full_201311_20260620_033821_case0045","monthly_full","A","v8.6","v8.6 robust case0502","201311","2013.11.01","2013.11.30","completed","2932.38","0.00","1948.10","7.83","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201311\v86_A_monthly_full_201311_20260620_033821_case0045\v86_A_monthly_full_201311_20260620_033821_case0045.htm","E:\CODEXMACD\HCSJ\set\v8.6\201311\v86_A_monthly_full_201311_20260620_033821_case0045.set"
"v866_D_monthly_full_201311_20260620_033821_case0046","monthly_full","D","v8.66","v8.66 conservative case0401","201311","2013.11.01","2013.11.30","completed","2162.23","0.00","1609.05","6.77","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201311\v866_D_monthly_full_201311_20260620_033821_case0046\v866_D_monthly_full_201311_20260620_033821_case0046.htm","E:\CODEXMACD\HCSJ\set\v8.66\201311\v866_D_monthly_full_201311_20260620_033821_case0046.set"
"v86_A_monthly_full_201312_20260620_033821_case0047","monthly_full","A","v8.6","v8.6 robust case0502","201312","2013.12.01","2013.12.31","completed","1948.23","3.84","1894.18","8.60","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201312\v86_A_monthly_full_201312_20260620_033821_case0047\v86_A_monthly_full_201312_20260620_033821_case0047.htm","E:\CODEXMACD\HCSJ\set\v8.6\201312\v86_A_monthly_full_201312_20260620_033821_case0047.set"
"v866_D_monthly_full_201312_20260620_033821_case0048","monthly_full","D","v8.66","v8.66 conservative case0401","201312","2013.12.01","2013.12.31","completed","1494.20","3.87","1443.25","6.70","4","75.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201312\v866_D_monthly_full_201312_20260620_033821_case0048\v866_D_monthly_full_201312_20260620_033821_case0048.htm","E:\CODEXMACD\HCSJ\set\v8.66\201312\v866_D_monthly_full_201312_20260620_033821_case0048.set"
"v86_A_monthly_full_201401_20260620_033821_case0049","monthly_full","A","v8.6","v8.6 robust case0502","201401","2014.01.01","2014.01.31","completed","-2967.70","0.00","3422.09","16.73","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201401\v86_A_monthly_full_201401_20260620_033821_case0049\v86_A_monthly_full_201401_20260620_033821_case0049.htm","E:\CODEXMACD\HCSJ\set\v8.6\201401\v86_A_monthly_full_201401_20260620_033821_case0049.set"
"v866_D_monthly_full_201401_20260620_033821_case0050","monthly_full","D","v8.66","v8.66 conservative case0401","201401","2014.01.01","2014.01.31","completed","-2553.36","0.00","2827.47","13.95","3","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201401\v866_D_monthly_full_201401_20260620_033821_case0050\v866_D_monthly_full_201401_20260620_033821_case0050.htm","E:\CODEXMACD\HCSJ\set\v8.66\201401\v866_D_monthly_full_201401_20260620_033821_case0050.set"
"v86_A_monthly_full_201402_20260620_033821_case0051","monthly_full","A","v8.6","v8.6 robust case0502","201402","2014.02.01","2014.02.28","completed","6644.29","0.00","2233.80","9.86","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201402\v86_A_monthly_full_201402_20260620_033821_case0051\v86_A_monthly_full_201402_20260620_033821_case0051.htm","E:\CODEXMACD\HCSJ\set\v8.6\201402\v86_A_monthly_full_201402_20260620_033821_case0051.set"
"v866_D_monthly_full_201402_20260620_033821_case0052","monthly_full","D","v8.66","v8.66 conservative case0401","201402","2014.02.01","2014.02.28","completed","5054.46","0.00","1730.10","7.84","1","100.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201402\v866_D_monthly_full_201402_20260620_033821_case0052\v866_D_monthly_full_201402_20260620_033821_case0052.htm","E:\CODEXMACD\HCSJ\set\v8.66\201402\v866_D_monthly_full_201402_20260620_033821_case0052.set"
"v86_A_monthly_full_201403_20260620_033821_case0053","monthly_full","A","v8.6","v8.6 robust case0502","201403","2014.03.01","2014.03.31","completed","1562.95","2.52","1607.07","7.73","5","80.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201403\v86_A_monthly_full_201403_20260620_033821_case0053\v86_A_monthly_full_201403_20260620_033821_case0053.htm","E:\CODEXMACD\HCSJ\set\v8.6\201403\v86_A_monthly_full_201403_20260620_033821_case0053.set"
"v866_D_monthly_full_201403_20260620_033821_case0054","monthly_full","D","v8.66","v8.66 conservative case0401","201403","2014.03.01","2014.03.31","completed","1118.68","2.27","1326.63","6.44","5","80.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201403\v866_D_monthly_full_201403_20260620_033821_case0054\v866_D_monthly_full_201403_20260620_033821_case0054.htm","E:\CODEXMACD\HCSJ\set\v8.66\201403\v866_D_monthly_full_201403_20260620_033821_case0054.set"
"v86_A_monthly_full_201404_20260620_033821_case0055","monthly_full","A","v8.6","v8.6 robust case0502","201404","2014.04.01","2014.04.30","completed","-1891.52","0.49","3674.95","17.20","6","16.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201404\v86_A_monthly_full_201404_20260620_033821_case0055\v86_A_monthly_full_201404_20260620_033821_case0055.htm","E:\CODEXMACD\HCSJ\set\v8.6\201404\v86_A_monthly_full_201404_20260620_033821_case0055.set"
"v866_D_monthly_full_201404_20260620_033821_case0056","monthly_full","D","v8.66","v8.66 conservative case0401","201404","2014.04.01","2014.04.30","completed","-1702.62","0.45","2968.68","14.18","6","16.67","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201404\v866_D_monthly_full_201404_20260620_033821_case0056\v866_D_monthly_full_201404_20260620_033821_case0056.htm","E:\CODEXMACD\HCSJ\set\v8.66\201404\v866_D_monthly_full_201404_20260620_033821_case0056.set"
"v86_A_monthly_full_201405_20260620_033821_case0057","monthly_full","A","v8.6","v8.6 robust case0502","201405","2014.05.01","2014.05.31","completed","8911.00","9.77","2403.31","7.83","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201405\v86_A_monthly_full_201405_20260620_033821_case0057\v86_A_monthly_full_201405_20260620_033821_case0057.htm","E:\CODEXMACD\HCSJ\set\v8.6\201405\v86_A_monthly_full_201405_20260620_033821_case0057.set"
"v866_D_monthly_full_201405_20260620_033821_case0058","monthly_full","D","v8.66","v8.66 conservative case0401","201405","2014.05.01","2014.05.31","completed","6891.54","8.97","1877.89","6.64","2","50.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.66\201405\v866_D_monthly_full_201405_20260620_033821_case0058\v866_D_monthly_full_201405_20260620_033821_case0058.htm","E:\CODEXMACD\HCSJ\set\v8.66\201405\v866_D_monthly_full_201405_20260620_033821_case0058.set"
"v86_A_monthly_full_201406_20260620_033821_case0059","monthly_full","A","v8.6","v8.6 robust case0502","201406","2014.06.01","2014.06.30","completed","-1025.31","0.00","3289.44","14.94","1","0.00","E:\CODEXMACD\HCSJ\backtest_archive\v8.6\201406\v86_A_monthly_full_201406_20260620_033821_case0059\v86_A_monthly_full_201406_20260620_033821_case0059.htm","E:\CODEXMACD\HCSJ\set\v8.6\201406\v86_A_monthly_full_201406_20260620_033821_case0059.set"
